,0
24413,"(53011, 53005, 53041, 53013, 53023)"
24414,"(53011, 53005, 53007, 53049, 53059)"
24415,"(53011, 53005, 53007, 53049, 53043)"
24416,"(53011, 53005, 53007, 53049, 53019)"
24417,"(53011, 53005, 53007, 53049, 53069)"
24418,"(53011, 53005, 53007, 53049, 53013)"
24419,"(53011, 53005, 53007, 53049, 53023)"
24420,"(53011, 53005, 53007, 53039, 53051)"
24421,"(53011, 53005, 53007, 53039, 53059)"
24422,"(53011, 53005, 53007, 53039, 53043)"
24423,"(53011, 53005, 53007, 53039, 53019)"
24424,"(53011, 53005, 53007, 53039, 53069)"
24425,"(53011, 53005, 53007, 53039, 53013)"
24426,"(53011, 53005, 53007, 53039, 53023)"
24427,"(53011, 53005, 53007, 53003, 53051)"
24428,"(53011, 53005, 53007, 53003, 53059)"
24429,"(53011, 53005, 53007, 53003, 53043)"
24430,"(53011, 53005, 53007, 53003, 53019)"
24431,"(53011, 53005, 53007, 53003, 53069)"
24432,"(53011, 53005, 53007, 53003, 53013)"
24433,"(53011, 53005, 53007, 53003, 53023)"
24434,"(53011, 53005, 53007, 53055, 53001)"
24435,"(53011, 53005, 53007, 53055, 53051)"
24436,"(53011, 53005, 53007, 53055, 53059)"
24437,"(53011, 53005, 53007, 53055, 53043)"
24438,"(53011, 53005, 53007, 53055, 53019)"
24439,"(53011, 53005, 53007, 53055, 53069)"
24440,"(53011, 53005, 53007, 53055, 53013)"
24441,"(53011, 53005, 53007, 53055, 53023)"
24442,"(53011, 53005, 53007, 53001, 53051)"
24443,"(53011, 53005, 53007, 53001, 53059)"
24444,"(53011, 53005, 53007, 53001, 53043)"
24445,"(53011, 53005, 53007, 53001, 53019)"
24446,"(53011, 53005, 53007, 53001, 53069)"
24447,"(53011, 53005, 53007, 53001, 53013)"
24448,"(53011, 53005, 53007, 53001, 53023)"
24449,"(53011, 53005, 53007, 53051, 53059)"
24450,"(53011, 53005, 53007, 53051, 53043)"
24451,"(53011, 53005, 53007, 53051, 53019)"
24452,"(53011, 53005, 53007, 53051, 53069)"
24453,"(53011, 53005, 53007, 53051, 53013)"
24454,"(53011, 53005, 53007, 53051, 53023)"
24455,"(53011, 53005, 53007, 53059, 53043)"
24456,"(53011, 53005, 53007, 53059, 53019)"
24457,"(53011, 53005, 53007, 53059, 53069)"
24458,"(53011, 53005, 53007, 53059, 53013)"
24459,"(53011, 53005, 53007, 53059, 53023)"
24460,"(53011, 53005, 53007, 53043, 53019)"
24461,"(53011, 53005, 53007, 53043, 53069)"
24462,"(53011, 53005, 53007, 53043, 53013)"
24463,"(53011, 53005, 53007, 53043, 53023)"
24464,"(53011, 53005, 53007, 53019, 53069)"
24465,"(53011, 53005, 53007, 53019, 53013)"
24466,"(53011, 53005, 53007, 53019, 53023)"
24467,"(53011, 53005, 53007, 53069, 53013)"
24468,"(53011, 53005, 53007, 53069, 53023)"
24469,"(53011, 53005, 53007, 53013, 53023)"
24470,"(53011, 53005, 53027, 53049, 53051)"
24471,"(53011, 53005, 53027, 53049, 53059)"
24472,"(53011, 53005, 53027, 53049, 53043)"
24473,"(53011, 53005, 53027, 53049, 53019)"
24474,"(53011, 53005, 53027, 53049, 53069)"
24475,"(53011, 53005, 53027, 53049, 53013)"
24476,"(53011, 53005, 53027, 53049, 53023)"
24477,"(53011, 53005, 53027, 53039, 53051)"
24478,"(53011, 53005, 53027, 53039, 53059)"
24479,"(53011, 53005, 53027, 53039, 53043)"
24480,"(53011, 53005, 53027, 53039, 53019)"
24481,"(53011, 53005, 53027, 53039, 53069)"
24482,"(53011, 53005, 53027, 53039, 53013)"
24483,"(53011, 53005, 53027, 53039, 53023)"
24484,"(53011, 53005, 53027, 53003, 53051)"
24485,"(53011, 53005, 53027, 53003, 53059)"
24486,"(53011, 53005, 53027, 53003, 53043)"
24487,"(53011, 53005, 53027, 53003, 53019)"
24488,"(53011, 53005, 53027, 53003, 53069)"
24489,"(53011, 53005, 53027, 53003, 53013)"
24490,"(53011, 53005, 53027, 53003, 53023)"
24491,"(53011, 53005, 53027, 53055, 53001)"
24492,"(53011, 53005, 53027, 53055, 53051)"
24493,"(53011, 53005, 53027, 53055, 53059)"
24494,"(53011, 53005, 53027, 53055, 53043)"
24495,"(53011, 53005, 53027, 53055, 53019)"
24496,"(53011, 53005, 53027, 53055, 53069)"
24497,"(53011, 53005, 53027, 53055, 53013)"
24498,"(53011, 53005, 53027, 53055, 53023)"
24499,"(53011, 53005, 53027, 53001, 53051)"
24500,"(53011, 53005, 53027, 53001, 53059)"
24501,"(53011, 53005, 53027, 53001, 53043)"
24502,"(53011, 53005, 53027, 53001, 53019)"
24503,"(53011, 53005, 53027, 53001, 53069)"
24504,"(53011, 53005, 53027, 53001, 53013)"
24505,"(53011, 53005, 53027, 53001, 53023)"
24506,"(53011, 53005, 53027, 53051, 53059)"
24507,"(53011, 53005, 53027, 53051, 53043)"
24508,"(53011, 53005, 53027, 53051, 53019)"
24509,"(53011, 53005, 53027, 53051, 53069)"
24510,"(53011, 53005, 53027, 53051, 53013)"
24511,"(53011, 53005, 53027, 53051, 53023)"
24512,"(53011, 53005, 53027, 53059, 53043)"
24513,"(53011, 53005, 53027, 53059, 53019)"
24514,"(53011, 53005, 53027, 53059, 53069)"
24515,"(53011, 53005, 53027, 53059, 53013)"
24516,"(53011, 53005, 53027, 53059, 53023)"
24517,"(53011, 53005, 53027, 53043, 53019)"
24518,"(53011, 53005, 53027, 53043, 53069)"
24519,"(53011, 53005, 53027, 53043, 53013)"
24520,"(53011, 53005, 53027, 53043, 53023)"
24521,"(53011, 53005, 53027, 53019, 53069)"
24522,"(53011, 53005, 53027, 53019, 53013)"
24523,"(53011, 53005, 53027, 53019, 53023)"
24524,"(53011, 53005, 53027, 53069, 53013)"
24525,"(53011, 53005, 53027, 53069, 53023)"
24526,"(53011, 53005, 53027, 53013, 53023)"
24527,"(53011, 53005, 53045, 53047, 53069)"
24528,"(53011, 53005, 53045, 53047, 53013)"
24529,"(53011, 53005, 53045, 53047, 53023)"
24530,"(53011, 53005, 53045, 53017, 53069)"
24531,"(53011, 53005, 53045, 53017, 53013)"
24532,"(53011, 53005, 53045, 53017, 53023)"
24533,"(53011, 53005, 53045, 53031, 53043)"
24534,"(53011, 53005, 53045, 53031, 53019)"
24535,"(53011, 53005, 53045, 53031, 53069)"
24536,"(53011, 53005, 53045, 53031, 53013)"
24537,"(53011, 53005, 53045, 53031, 53023)"
24538,"(53011, 53005, 53045, 53049, 53039)"
24539,"(53011, 53005, 53045, 53049, 53003)"
24540,"(53011, 53005, 53045, 53049, 53055)"
24541,"(53011, 53005, 53045, 53049, 53001)"
24542,"(53011, 53005, 53045, 53049, 53051)"
24543,"(53011, 53005, 53045, 53049, 53059)"
24544,"(53011, 53005, 53045, 53049, 53043)"
24545,"(53011, 53005, 53045, 53049, 53019)"
24546,"(53011, 53005, 53045, 53049, 53069)"
24547,"(53011, 53005, 53045, 53049, 53013)"
24548,"(53011, 53005, 53045, 53049, 53023)"
24549,"(53011, 53005, 53045, 53039, 53003)"
24550,"(53011, 53005, 53045, 53039, 53055)"
24551,"(53011, 53005, 53045, 53039, 53001)"
24552,"(53011, 53005, 53045, 53039, 53051)"
24553,"(53011, 53005, 53045, 53039, 53059)"
24554,"(53011, 53005, 53045, 53039, 53043)"
24555,"(53011, 53005, 53045, 53039, 53019)"
24556,"(53011, 53005, 53045, 53039, 53069)"
24557,"(53011, 53005, 53045, 53039, 53013)"
24558,"(53011, 53005, 53045, 53039, 53023)"
24559,"(53011, 53005, 53045, 53003, 53055)"
24560,"(53011, 53005, 53045, 53003, 53001)"
24561,"(53011, 53005, 53045, 53003, 53051)"
24562,"(53011, 53005, 53045, 53003, 53059)"
24563,"(53011, 53005, 53045, 53003, 53043)"
24564,"(53011, 53005, 53045, 53003, 53019)"
24565,"(53011, 53005, 53045, 53003, 53069)"
24566,"(53011, 53005, 53045, 53003, 53013)"
24567,"(53011, 53005, 53045, 53003, 53023)"
24568,"(53011, 53005, 53045, 53055, 53001)"
24569,"(53011, 53005, 53045, 53055, 53051)"
24570,"(53011, 53005, 53045, 53055, 53059)"
24571,"(53011, 53005, 53045, 53055, 53043)"
24572,"(53011, 53005, 53045, 53055, 53019)"
24573,"(53011, 53005, 53045, 53055, 53069)"
24574,"(53011, 53005, 53045, 53055, 53013)"
24575,"(53011, 53005, 53045, 53055, 53023)"
24576,"(53011, 53005, 53045, 53001, 53051)"
24577,"(53011, 53005, 53045, 53001, 53059)"
24578,"(53011, 53005, 53045, 53001, 53043)"
24579,"(53011, 53005, 53045, 53001, 53019)"
24580,"(53011, 53005, 53045, 53001, 53069)"
24581,"(53011, 53005, 53045, 53001, 53013)"
24582,"(53011, 53005, 53045, 53001, 53023)"
24583,"(53011, 53005, 53045, 53051, 53059)"
24584,"(53011, 53005, 53045, 53051, 53043)"
24585,"(53011, 53005, 53045, 53051, 53019)"
24586,"(53011, 53005, 53045, 53051, 53069)"
24587,"(53011, 53005, 53045, 53051, 53013)"
24588,"(53011, 53005, 53045, 53051, 53023)"
24589,"(53011, 53005, 53045, 53059, 53043)"
24590,"(53011, 53005, 53045, 53059, 53019)"
24591,"(53011, 53005, 53045, 53059, 53069)"
24592,"(53011, 53005, 53045, 53059, 53013)"
24593,"(53011, 53005, 53045, 53059, 53023)"
24594,"(53011, 53005, 53045, 53043, 53019)"
24595,"(53011, 53005, 53045, 53043, 53069)"
24596,"(53011, 53005, 53045, 53043, 53013)"
24597,"(53011, 53005, 53045, 53043, 53023)"
24598,"(53011, 53005, 53045, 53019, 53069)"
24599,"(53011, 53005, 53045, 53019, 53013)"
24600,"(53011, 53005, 53045, 53019, 53023)"
24601,"(53011, 53005, 53045, 53069, 53013)"
24602,"(53011, 53005, 53045, 53069, 53023)"
24603,"(53011, 53005, 53045, 53013, 53023)"
24604,"(53011, 53005, 53071, 53065, 53069)"
24605,"(53011, 53005, 53071, 53065, 53013)"
24606,"(53011, 53005, 53071, 53065, 53023)"
24607,"(53011, 53005, 53071, 53037, 53069)"
24608,"(53011, 53005, 53071, 53037, 53013)"
24609,"(53011, 53005, 53071, 53037, 53023)"
24610,"(53011, 53005, 53071, 53047, 53043)"
24611,"(53011, 53005, 53071, 53047, 53019)"
24612,"(53011, 53005, 53071, 53047, 53069)"
24613,"(53011, 53005, 53071, 53047, 53013)"
24614,"(53011, 53005, 53071, 53047, 53023)"
24615,"(53011, 53005, 53071, 53017, 53043)"
24616,"(53011, 53005, 53071, 53017, 53019)"
24617,"(53011, 53005, 53071, 53017, 53069)"
24618,"(53011, 53005, 53071, 53017, 53013)"
24619,"(53011, 53005, 53071, 53017, 53023)"
24620,"(53011, 53005, 53071, 53031, 53051)"
24621,"(53011, 53005, 53071, 53031, 53059)"
24622,"(53011, 53005, 53071, 53031, 53043)"
24623,"(53011, 53005, 53071, 53031, 53019)"
24624,"(53011, 53005, 53071, 53031, 53069)"
24625,"(53011, 53005, 53071, 53031, 53013)"
24626,"(53011, 53005, 53071, 53031, 53023)"
24627,"(53011, 53005, 53071, 53049, 53039)"
24628,"(53011, 53005, 53071, 53049, 53003)"
24629,"(53011, 53005, 53071, 53049, 53055)"
24630,"(53011, 53005, 53071, 53049, 53001)"
24631,"(53011, 53005, 53071, 53049, 53051)"
24632,"(53011, 53005, 53071, 53049, 53059)"
24633,"(53011, 53005, 53071, 53049, 53043)"
24634,"(53011, 53005, 53071, 53049, 53019)"
24635,"(53011, 53005, 53071, 53049, 53069)"
24636,"(53011, 53005, 53071, 53049, 53013)"
24637,"(53011, 53005, 53071, 53049, 53023)"
24638,"(53011, 53005, 53071, 53039, 53003)"
24639,"(53011, 53005, 53071, 53039, 53055)"
24640,"(53011, 53005, 53071, 53039, 53001)"
24641,"(53011, 53005, 53071, 53039, 53051)"
24642,"(53011, 53005, 53071, 53039, 53059)"
24643,"(53011, 53005, 53071, 53039, 53043)"
24644,"(53011, 53005, 53071, 53039, 53019)"
24645,"(53011, 53005, 53071, 53039, 53069)"
24646,"(53011, 53005, 53071, 53039, 53013)"
24647,"(53011, 53005, 53071, 53039, 53023)"
24648,"(53011, 53005, 53071, 53003, 53055)"
24649,"(53011, 53005, 53071, 53003, 53001)"
24650,"(53011, 53005, 53071, 53003, 53051)"
24651,"(53011, 53005, 53071, 53003, 53059)"
24652,"(53011, 53005, 53071, 53003, 53043)"
24653,"(53011, 53005, 53071, 53003, 53019)"
24654,"(53011, 53005, 53071, 53003, 53069)"
24655,"(53011, 53005, 53071, 53003, 53013)"
24656,"(53011, 53005, 53071, 53003, 53023)"
24657,"(53011, 53005, 53071, 53055, 53001)"
24658,"(53011, 53005, 53071, 53055, 53051)"
24659,"(53011, 53005, 53071, 53055, 53059)"
24660,"(53011, 53005, 53071, 53055, 53043)"
24661,"(53011, 53005, 53071, 53055, 53019)"
24662,"(53011, 53005, 53071, 53055, 53069)"
24663,"(53011, 53005, 53071, 53055, 53013)"
24664,"(53011, 53005, 53071, 53055, 53023)"
24665,"(53011, 53005, 53071, 53001, 53051)"
24666,"(53011, 53005, 53071, 53001, 53059)"
24667,"(53011, 53005, 53071, 53001, 53043)"
24668,"(53011, 53005, 53071, 53001, 53019)"
24669,"(53011, 53005, 53071, 53001, 53069)"
24670,"(53011, 53005, 53071, 53001, 53013)"
24671,"(53011, 53005, 53071, 53001, 53023)"
24672,"(53011, 53005, 53071, 53051, 53059)"
24673,"(53011, 53005, 53071, 53051, 53043)"
24674,"(53011, 53005, 53071, 53051, 53019)"
24675,"(53011, 53005, 53071, 53051, 53069)"
24676,"(53011, 53005, 53071, 53051, 53013)"
24677,"(53011, 53005, 53071, 53051, 53023)"
24678,"(53011, 53005, 53071, 53059, 53043)"
24679,"(53011, 53005, 53071, 53059, 53019)"
24680,"(53011, 53005, 53071, 53059, 53069)"
24681,"(53011, 53005, 53071, 53059, 53013)"
24682,"(53011, 53005, 53071, 53059, 53023)"
24683,"(53011, 53005, 53071, 53043, 53019)"
24684,"(53011, 53005, 53071, 53043, 53069)"
24685,"(53011, 53005, 53071, 53043, 53013)"
24686,"(53011, 53005, 53071, 53043, 53023)"
24687,"(53011, 53005, 53071, 53019, 53069)"
24688,"(53011, 53005, 53071, 53019, 53013)"
24689,"(53011, 53005, 53071, 53019, 53023)"
24690,"(53011, 53005, 53071, 53069, 53013)"
24691,"(53011, 53005, 53071, 53069, 53023)"
24692,"(53011, 53005, 53071, 53013, 53023)"
24693,"(53011, 53005, 53075, 53065, 53001)"
24694,"(53011, 53005, 53075, 53065, 53051)"
24695,"(53011, 53005, 53075, 53065, 53059)"
24696,"(53011, 53005, 53075, 53065, 53043)"
24697,"(53011, 53005, 53075, 53065, 53019)"
24698,"(53011, 53005, 53075, 53065, 53069)"
24699,"(53011, 53005, 53075, 53065, 53013)"
24700,"(53011, 53005, 53075, 53065, 53023)"
24701,"(53011, 53005, 53075, 53037, 53001)"
24702,"(53011, 53005, 53075, 53037, 53051)"
24703,"(53011, 53005, 53075, 53037, 53059)"
24704,"(53011, 53005, 53075, 53037, 53043)"
24705,"(53011, 53005, 53075, 53037, 53019)"
24706,"(53011, 53005, 53075, 53037, 53069)"
24707,"(53011, 53005, 53075, 53037, 53013)"
24708,"(53011, 53005, 53075, 53037, 53023)"
24709,"(53011, 53005, 53075, 53047, 53055)"
24710,"(53011, 53005, 53075, 53047, 53001)"
24711,"(53011, 53005, 53075, 53047, 53051)"
24712,"(53011, 53005, 53075, 53047, 53059)"
24713,"(53011, 53005, 53075, 53047, 53043)"
24714,"(53011, 53005, 53075, 53047, 53019)"
24715,"(53011, 53005, 53075, 53047, 53069)"
24716,"(53011, 53005, 53075, 53047, 53013)"
24717,"(53011, 53005, 53075, 53047, 53023)"
24718,"(53011, 53005, 53075, 53017, 53039)"
24719,"(53011, 53005, 53075, 53017, 53003)"
24720,"(53011, 53005, 53075, 53017, 53055)"
24721,"(53011, 53005, 53075, 53017, 53001)"
24722,"(53011, 53005, 53075, 53017, 53051)"
24723,"(53011, 53005, 53075, 53017, 53059)"
24724,"(53011, 53005, 53075, 53017, 53043)"
24725,"(53011, 53005, 53075, 53017, 53019)"
24726,"(53011, 53005, 53075, 53017, 53069)"
24727,"(53011, 53005, 53075, 53017, 53013)"
24728,"(53011, 53005, 53075, 53017, 53023)"
24729,"(53011, 53005, 53075, 53031, 53049)"
24730,"(53011, 53005, 53075, 53031, 53039)"
24731,"(53011, 53005, 53075, 53031, 53003)"
24732,"(53011, 53005, 53075, 53031, 53055)"
24733,"(53011, 53005, 53075, 53031, 53001)"
24734,"(53011, 53005, 53075, 53031, 53051)"
24735,"(53011, 53005, 53075, 53031, 53059)"
24736,"(53011, 53005, 53075, 53031, 53043)"
24737,"(53011, 53005, 53075, 53031, 53019)"
24738,"(53011, 53005, 53075, 53031, 53069)"
24739,"(53011, 53005, 53075, 53031, 53013)"
24740,"(53011, 53005, 53075, 53031, 53023)"
24741,"(53011, 53005, 53075, 53049, 53039)"
24742,"(53011, 53005, 53075, 53049, 53003)"
24743,"(53011, 53005, 53075, 53049, 53055)"
24744,"(53011, 53005, 53075, 53049, 53001)"
24745,"(53011, 53005, 53075, 53049, 53051)"
24746,"(53011, 53005, 53075, 53049, 53059)"
24747,"(53011, 53005, 53075, 53049, 53043)"
24748,"(53011, 53005, 53075, 53049, 53019)"
24749,"(53011, 53005, 53075, 53049, 53069)"
24750,"(53011, 53005, 53075, 53049, 53013)"
24751,"(53011, 53005, 53075, 53049, 53023)"
24752,"(53011, 53005, 53075, 53039, 53003)"
24753,"(53011, 53005, 53075, 53039, 53055)"
24754,"(53011, 53005, 53075, 53039, 53001)"
24755,"(53011, 53005, 53075, 53039, 53051)"
24756,"(53011, 53005, 53075, 53039, 53059)"
24757,"(53011, 53005, 53075, 53039, 53043)"
24758,"(53011, 53005, 53075, 53039, 53019)"
24759,"(53011, 53005, 53075, 53039, 53069)"
24760,"(53011, 53005, 53075, 53039, 53013)"
24761,"(53011, 53005, 53075, 53039, 53023)"
24762,"(53011, 53005, 53075, 53003, 53055)"
24763,"(53011, 53005, 53075, 53003, 53001)"
24764,"(53011, 53005, 53075, 53003, 53051)"
24765,"(53011, 53005, 53075, 53003, 53059)"
24766,"(53011, 53005, 53075, 53003, 53043)"
24767,"(53011, 53005, 53075, 53003, 53019)"
24768,"(53011, 53005, 53075, 53003, 53069)"
24769,"(53011, 53005, 53075, 53003, 53013)"
24770,"(53011, 53005, 53075, 53003, 53023)"
24771,"(53011, 53005, 53075, 53055, 53001)"
24772,"(53011, 53005, 53075, 53055, 53051)"
24773,"(53011, 53005, 53075, 53055, 53059)"
24774,"(53011, 53005, 53075, 53055, 53043)"
24775,"(53011, 53005, 53075, 53055, 53019)"
24776,"(53011, 53005, 53075, 53055, 53069)"
24777,"(53011, 53005, 53075, 53055, 53013)"
24778,"(53011, 53005, 53075, 53055, 53023)"
24779,"(53011, 53005, 53075, 53001, 53051)"
24780,"(53011, 53005, 53075, 53001, 53059)"
24781,"(53011, 53005, 53075, 53001, 53043)"
24782,"(53011, 53005, 53075, 53001, 53019)"
24783,"(53011, 53005, 53075, 53001, 53069)"
24784,"(53011, 53005, 53075, 53001, 53013)"
24785,"(53011, 53005, 53075, 53001, 53023)"
24786,"(53011, 53005, 53075, 53051, 53059)"
24787,"(53011, 53005, 53075, 53051, 53043)"
24788,"(53011, 53005, 53075, 53051, 53019)"
24789,"(53011, 53005, 53075, 53051, 53069)"
24790,"(53011, 53005, 53075, 53051, 53013)"
24791,"(53011, 53005, 53075, 53051, 53023)"
24792,"(53011, 53005, 53075, 53059, 53043)"
24793,"(53011, 53005, 53075, 53059, 53019)"
24794,"(53011, 53005, 53075, 53059, 53069)"
24795,"(53011, 53005, 53075, 53059, 53013)"
24796,"(53011, 53005, 53075, 53059, 53023)"
24797,"(53011, 53005, 53075, 53043, 53019)"
24798,"(53011, 53005, 53075, 53043, 53069)"
24799,"(53011, 53005, 53075, 53043, 53013)"
24800,"(53011, 53005, 53075, 53043, 53023)"
24801,"(53011, 53005, 53075, 53019, 53069)"
24802,"(53011, 53005, 53075, 53019, 53013)"
24803,"(53011, 53005, 53075, 53019, 53023)"
24804,"(53011, 53005, 53075, 53069, 53013)"
24805,"(53011, 53005, 53075, 53069, 53023)"
24806,"(53011, 53005, 53075, 53013, 53023)"
24807,"(53011, 53005, 53065, 53037, 53039)"
24808,"(53011, 53005, 53065, 53037, 53003)"
24809,"(53011, 53005, 53065, 53037, 53055)"
24810,"(53011, 53005, 53065, 53037, 53001)"
24811,"(53011, 53005, 53065, 53037, 53051)"
24812,"(53011, 53005, 53065, 53037, 53059)"
24813,"(53011, 53005, 53065, 53037, 53043)"
24814,"(53011, 53005, 53065, 53037, 53019)"
24815,"(53011, 53005, 53065, 53037, 53069)"
24816,"(53011, 53005, 53065, 53037, 53013)"
24817,"(53011, 53005, 53065, 53037, 53023)"
24818,"(53011, 53005, 53065, 53047, 53049)"
24819,"(53011, 53005, 53065, 53047, 53039)"
24820,"(53011, 53005, 53065, 53047, 53003)"
24821,"(53011, 53005, 53065, 53047, 53055)"
24822,"(53011, 53005, 53065, 53047, 53001)"
24823,"(53011, 53005, 53065, 53047, 53051)"
24824,"(53011, 53005, 53065, 53047, 53059)"
24825,"(53011, 53005, 53065, 53047, 53043)"
24826,"(53011, 53005, 53065, 53047, 53019)"
24827,"(53011, 53005, 53065, 53047, 53069)"
24828,"(53011, 53005, 53065, 53047, 53013)"
24829,"(53011, 53005, 53065, 53047, 53023)"
24830,"(53011, 53005, 53065, 53017, 53049)"
24831,"(53011, 53005, 53065, 53017, 53039)"
24832,"(53011, 53005, 53065, 53017, 53003)"
24833,"(53011, 53005, 53065, 53017, 53055)"
24834,"(53011, 53005, 53065, 53017, 53001)"
24835,"(53011, 53005, 53065, 53017, 53051)"
24836,"(53011, 53005, 53065, 53017, 53059)"
24837,"(53011, 53005, 53065, 53017, 53043)"
24838,"(53011, 53005, 53065, 53017, 53019)"
24839,"(53011, 53005, 53065, 53017, 53069)"
24840,"(53011, 53005, 53065, 53017, 53013)"
24841,"(53011, 53005, 53065, 53017, 53023)"
24842,"(53011, 53005, 53065, 53031, 53049)"
24843,"(53011, 53005, 53065, 53031, 53039)"
24844,"(53011, 53005, 53065, 53031, 53003)"
24845,"(53011, 53005, 53065, 53031, 53055)"
24846,"(53011, 53005, 53065, 53031, 53001)"
24847,"(53011, 53005, 53065, 53031, 53051)"
24848,"(53011, 53005, 53065, 53031, 53059)"
24849,"(53011, 53005, 53065, 53031, 53043)"
24850,"(53011, 53005, 53065, 53031, 53019)"
24851,"(53011, 53005, 53065, 53031, 53069)"
24852,"(53011, 53005, 53065, 53031, 53013)"
24853,"(53011, 53005, 53065, 53031, 53023)"
24854,"(53011, 53005, 53065, 53049, 53039)"
24855,"(53011, 53005, 53065, 53049, 53003)"
24856,"(53011, 53005, 53065, 53049, 53055)"
24857,"(53011, 53005, 53065, 53049, 53001)"
24858,"(53011, 53005, 53065, 53049, 53051)"
24859,"(53011, 53005, 53065, 53049, 53059)"
24860,"(53011, 53005, 53065, 53049, 53043)"
24861,"(53011, 53005, 53065, 53049, 53019)"
24862,"(53011, 53005, 53065, 53049, 53069)"
24863,"(53011, 53005, 53065, 53049, 53013)"
24864,"(53011, 53005, 53065, 53049, 53023)"
24865,"(53011, 53005, 53065, 53039, 53003)"
24866,"(53011, 53005, 53065, 53039, 53055)"
24867,"(53011, 53005, 53065, 53039, 53001)"
24868,"(53011, 53005, 53065, 53039, 53051)"
24869,"(53011, 53005, 53065, 53039, 53059)"
24870,"(53011, 53005, 53065, 53039, 53043)"
24871,"(53011, 53005, 53065, 53039, 53019)"
24872,"(53011, 53005, 53065, 53039, 53069)"
24873,"(53011, 53005, 53065, 53039, 53013)"
24874,"(53011, 53005, 53065, 53039, 53023)"
24875,"(53011, 53005, 53065, 53003, 53055)"
24876,"(53011, 53005, 53065, 53003, 53001)"
24877,"(53011, 53005, 53065, 53003, 53051)"
24878,"(53011, 53005, 53065, 53003, 53059)"
24879,"(53011, 53005, 53065, 53003, 53043)"
24880,"(53011, 53005, 53065, 53003, 53019)"
24881,"(53011, 53005, 53065, 53003, 53069)"
24882,"(53011, 53005, 53065, 53003, 53013)"
24883,"(53011, 53005, 53065, 53003, 53023)"
24884,"(53011, 53005, 53065, 53055, 53001)"
24885,"(53011, 53005, 53065, 53055, 53051)"
24886,"(53011, 53005, 53065, 53055, 53059)"
24887,"(53011, 53005, 53065, 53055, 53043)"
24888,"(53011, 53005, 53065, 53055, 53019)"
24889,"(53011, 53005, 53065, 53055, 53069)"
24890,"(53011, 53005, 53065, 53055, 53013)"
24891,"(53011, 53005, 53065, 53055, 53023)"
24892,"(53011, 53005, 53065, 53001, 53051)"
24893,"(53011, 53005, 53065, 53001, 53059)"
24894,"(53011, 53005, 53065, 53001, 53043)"
24895,"(53011, 53005, 53065, 53001, 53019)"
24896,"(53011, 53005, 53065, 53001, 53069)"
24897,"(53011, 53005, 53065, 53001, 53013)"
24898,"(53011, 53005, 53065, 53001, 53023)"
24899,"(53011, 53005, 53065, 53051, 53059)"
24900,"(53011, 53005, 53065, 53051, 53043)"
24901,"(53011, 53005, 53065, 53051, 53019)"
24902,"(53011, 53005, 53065, 53051, 53069)"
24903,"(53011, 53005, 53065, 53051, 53013)"
24904,"(53011, 53005, 53065, 53051, 53023)"
24905,"(53011, 53005, 53065, 53059, 53043)"
24906,"(53011, 53005, 53065, 53059, 53019)"
24907,"(53011, 53005, 53065, 53059, 53069)"
24908,"(53011, 53005, 53065, 53059, 53013)"
24909,"(53011, 53005, 53065, 53059, 53023)"
24910,"(53011, 53005, 53065, 53043, 53019)"
24911,"(53011, 53005, 53065, 53043, 53069)"
24912,"(53011, 53005, 53065, 53043, 53013)"
24913,"(53011, 53005, 53065, 53043, 53023)"
24914,"(53011, 53005, 53065, 53019, 53069)"
24915,"(53011, 53005, 53065, 53019, 53013)"
24916,"(53011, 53005, 53065, 53019, 53023)"
24917,"(53011, 53005, 53065, 53069, 53013)"
24918,"(53011, 53005, 53065, 53069, 53023)"
24919,"(53011, 53005, 53065, 53013, 53023)"
24920,"(53011, 53005, 53037, 53047, 53049)"
24921,"(53011, 53005, 53037, 53047, 53039)"
24922,"(53011, 53005, 53037, 53047, 53003)"
24923,"(53011, 53005, 53037, 53047, 53055)"
24924,"(53011, 53005, 53037, 53047, 53001)"
24925,"(53011, 53005, 53037, 53047, 53051)"
24926,"(53011, 53005, 53037, 53047, 53059)"
24927,"(53011, 53005, 53037, 53047, 53043)"
24928,"(53011, 53005, 53037, 53047, 53019)"
24929,"(53011, 53005, 53037, 53047, 53069)"
24930,"(53011, 53005, 53037, 53047, 53013)"
24931,"(53011, 53005, 53037, 53047, 53023)"
24932,"(53011, 53005, 53037, 53017, 53049)"
24933,"(53011, 53005, 53037, 53017, 53039)"
24934,"(53011, 53005, 53037, 53017, 53003)"
24935,"(53011, 53005, 53037, 53017, 53055)"
24936,"(53011, 53005, 53037, 53017, 53001)"
24937,"(53011, 53005, 53037, 53017, 53051)"
24938,"(53011, 53005, 53037, 53017, 53059)"
24939,"(53011, 53005, 53037, 53017, 53043)"
24940,"(53011, 53005, 53037, 53017, 53019)"
24941,"(53011, 53005, 53037, 53017, 53069)"
24942,"(53011, 53005, 53037, 53017, 53013)"
24943,"(53011, 53005, 53037, 53017, 53023)"
24944,"(53011, 53005, 53037, 53031, 53049)"
24945,"(53011, 53005, 53037, 53031, 53039)"
24946,"(53011, 53005, 53037, 53031, 53003)"
24947,"(53011, 53005, 53037, 53031, 53055)"
24948,"(53011, 53005, 53037, 53031, 53001)"
24949,"(53011, 53005, 53037, 53031, 53051)"
24950,"(53011, 53005, 53037, 53031, 53059)"
